watt-poor,16,4,uniform,0,7
watt-poor,15,3,uniform,0,7
watt-poor,16,3,genie,1,7
watt-poor,15,1,uniform,0,7
watt-poor,14,2,genie,0,7
watt-poor,16,1,genie,0,7
watt-poor,16,4,genie,3,7
watt-poor,16,2,genie,1,7
watt-poor,14,2,uniform,0,7
watt-poor,14,1,uniform,0,7
watt-poor,14,5,uniform,0,7
watt-poor,16,1,uniform,0,7
watt-poor,14,3,uniform,0,7
watt-poor,15,5,uniform,0,7
watt-poor,15,2,uniform,0,7
watt-poor,14,12345,uniform,0,7
watt-poor,15,12345,uniform,0,7
watt-poor,16,2,uniform,0,7
watt-poor,16,3,uniform,0,7
watt-poor,14,4,uniform,0,7
watt-poor,15,4,uniform,0,7
watt-poor,14,5,genie,0,7
watt-poor,14,12345,genie,0,7
watt-poor,14,1,genie,0,7
watt-poor,15,2,genie,0,7
watt-poor,15,1,genie,0,7
watt-poor,14,3,genie,0,7
watt-poor,14,4,genie,0,7
watt-poor,15,5,genie,0,7
watt-poor,16,5,uniform,0,7
watt-poor,15,3,genie,0,7
watt-poor,15,4,genie,0,7
watt-poor,15,12345,genie,0,7
watt-poor,16,12345,uniform,0,7
watt-poor,18,1,genie,6,7
watt-poor,18,2,genie,5,7
watt-poor,17,1,uniform,0,7
watt-poor,16,12345,genie,2,7
watt-poor,18,3,genie,6,7
watt-poor,17,1,genie,4,7
watt-poor,18,4,genie,7,7
watt-poor,17,4,genie,4,7
watt-poor,17,12345,genie,5,7
watt-poor,16,5,genie,0,7
watt-poor,18,12345,genie,7,7
watt-poor,17,2,genie,3,7
watt-poor,17,5,genie,3,7
watt-poor,17,3,genie,3,7
watt-poor,18,5,genie,5,7
watt-poor,17,2,uniform,0,7
watt-poor,17,3,uniform,0,7
watt-poor,19,1,genie,6,7
watt-poor,17,5,uniform,0,7
watt-poor,17,4,uniform,0,7
watt-poor,17,12345,uniform,0,7
watt-poor,19,2,genie,6,7
watt-poor,18,2,uniform,0,7
watt-poor,19,4,genie,7,7
watt-poor,18,5,uniform,0,7
watt-poor,18,3,uniform,0,7
watt-poor,19,3,genie,7,7
watt-poor,18,1,uniform,0,7
watt-poor,19,12345,genie,7,7
watt-poor,18,4,uniform,0,7
watt-poor,18,12345,uniform,0,7
watt-poor,19,5,genie,5,7
watt-poor,20,1,genie,6,7
watt-poor,20,2,genie,6,7
watt-poor,19,1,uniform,0,7
watt-poor,19,2,uniform,0,7
watt-poor,19,5,uniform,0,7
watt-poor,20,3,genie,7,7
watt-poor,20,4,genie,7,7
watt-poor,19,3,uniform,0,7
watt-poor,16,3,stack,0,7
watt-poor,19,4,uniform,0,7
watt-poor,19,12345,uniform,0,7
watt-poor,20,1,uniform,0,7
watt-poor,20,4,uniform,0,7
watt-poor,20,12345,genie,7,7
watt-poor,20,5,genie,6,7
watt-poor,20,2,uniform,0,7
watt-poor,14,1,stack,0,7
watt-poor,15,12345,stack,0,7
watt-poor,21,1,genie,6,7
watt-poor,20,5,uniform,0,7
watt-poor,20,3,uniform,0,7
watt-poor,14,3,stack,0,7
watt-poor,14,12345,stack,0,7
watt-poor,15,2,stack,0,7
watt-poor,21,2,genie,6,7
watt-poor,21,3,genie,7,7
watt-poor,21,4,genie,7,7
watt-poor,21,5,genie,7,7
watt-poor,15,1,stack,0,7
watt-poor,20,12345,uniform,0,7
watt-poor,15,5,stack,0,7
watt-poor,21,12345,genie,7,7
watt-poor,21,1,uniform,0,7
